window_end,p_value,hedge_ratio,residual_std
2018-10-09,0.9087716843951791,0.46407434194494424,0.05637321382308573
2018-10-16,0.8293408458589226,0.526108681508915,0.05762486073542198
2018-10-24,0.6400577925341386,0.5417845978050448,0.05675207291509627
2018-10-31,0.3520247366479304,0.5398980518199383,0.05517627655190624
2018-11-07,0.4543302588929754,0.4924716228955287,0.05244278558271728
2018-11-14,0.36249587789596466,0.4452323964354906,0.04956262743088747
2018-11-21,0.5939584728227538,0.46998498157293483,0.04827957070317761
2018-11-28,0.6096988318609634,0.5031747983299233,0.04761922832227566
2018-12-05,0.5330190268852175,0.5390467675909327,0.04714077535778662
2018-12-12,0.5488538033663891,0.5915599139437446,0.046130882963159835
2018-12-19,0.4616781152452381,0.621038153063288,0.0454829026766304
2018-12-28,0.6084673564461145,0.608285401074641,0.04513436802100295
2019-01-08,0.6342686164558022,0.578202262595228,0.04524891494462066
2019-01-15,0.6153483181525633,0.5669008474248237,0.04518783423724869
2019-01-22,0.5563601901600518,0.5598650722789253,0.04486124154247498
2019-01-29,0.7959727364806676,0.5577259215477981,0.04441868292770557
2019-02-12,0.8019283549761937,0.5524994774570291,0.04437649222818831
2019-02-19,0.7548075929225717,0.5483434902588566,0.044327473060440555
2019-02-26,0.6855883158640933,0.5481495484360347,0.04427694046083119
2019-03-05,0.6909407793472785,0.5474131410373178,0.04450287859077347
2019-03-12,0.47228821328983595,0.5678290283721363,0.04402766086256792
2019-03-19,0.22417296039207674,0.6275419367097914,0.04149482189959658
2019-03-26,0.5007028580833313,0.6503595030884101,0.03880117614972217
2019-04-02,0.3200731372213946,0.6562748716716431,0.0365634456872215
2019-04-10,0.28009737409311647,0.6696295185100487,0.03444991321160286
2019-04-17,0.12847039199296978,0.6721198656888053,0.03329979063888402
2019-04-26,0.034345620780569755,0.6701773717679953,0.03057270539636763
2019-05-08,0.06410971268717856,0.678871922782084,0.028190468631997704
2019-05-16,0.04060390726761744,0.6746534851553427,0.0256842548099054
2019-05-23,0.22534653256289627,0.6719765139739918,0.024757803167828125
2019-05-30,0.22659647966765623,0.6548187857824066,0.02505501802722707
2019-06-06,0.6488751120905755,0.6318254702961691,0.02565586442889683
2019-06-14,0.4277159814264079,0.6214082632830706,0.025781395787376298
2019-06-21,0.3548811582732657,0.6159331296273682,0.025843423898769192
2019-06-28,0.18146963436159785,0.6127964904917219,0.02575150059790612
2019-07-08,0.08704263763709225,0.596829632050748,0.025239714906830996
2019-07-15,0.0040968000355460065,0.5709536872549914,0.02346572538652769
2019-07-22,0.5596148092315464,0.5479319092698264,0.021305318518150512
2019-07-29,0.31896895819504656,0.5505088429834211,0.022102059831052106
2019-08-05,0.5004229000751171,0.5554283151542485,0.022112794807480456
2019-08-12,0.5247605914590902,0.5737953867366098,0.022952961242415276
2019-08-19,0.4378329887679947,0.6057027103548398,0.023533995786467077
2019-08-26,0.4396201909354462,0.6324888298458746,0.02388997845462975
2019-09-02,0.2968905171339993,0.6523587891077433,0.023963656143088742
2019-09-09,0.2810332073727073,0.6853399024819014,0.023239682835588037
2019-09-17,0.6374394183752878,0.706723725820114,0.02453524790748958
2019-09-24,0.5595193288003347,0.7228179610658376,0.025839491857044566
2019-10-08,0.5453357653587834,0.735228707739463,0.026784471210842552
2019-10-15,0.6739662702104516,0.7484845165562419,0.028284260132249772
2019-10-22,0.692329190550043,0.7663804947049333,0.02963836943251958
2019-10-29,0.72767354954735,0.785516569150883,0.031153822079935774
2019-11-05,0.5982591885601258,0.8074677154053764,0.03200684726362408
2019-11-12,0.7865105422822212,0.8359721729851979,0.03417740048903862
2019-11-19,0.5746346372360159,0.8684581431750287,0.03570277431974489
2019-11-26,0.5667182774131798,0.9029646418006352,0.03576125311773023
2019-12-03,0.47449332566380104,0.9116138578030855,0.03595727896107044
2019-12-10,0.5118667458127933,0.9067438935971222,0.03585182614432708
2019-12-17,0.4826008333437969,0.9221186737688105,0.03626696344671209
2019-12-24,0.5087390525732896,0.95130242843746,0.03656316631267001
2020-01-03,0.6021365003587937,0.9748984952806028,0.03726019696215093
2020-01-10,0.6064355933060758,1.0053426068954072,0.037582024695460944
2020-01-17,0.6802724953576111,1.0294382775135245,0.03808415880156638
2020-02-03,0.37200402788838255,1.0792861744740214,0.037917768526968064
2020-02-10,0.47648391897625725,1.1263499522356768,0.03755132770021512
2020-02-17,0.474342555481169,1.1049538684771243,0.03729432463166528
2020-02-24,0.6420644245378249,1.0474891103284052,0.0375408900390761
2020-03-02,0.5096602007352301,0.938848672551472,0.037881237240240485
2020-03-09,0.9372905509201296,0.8110004961602293,0.03830210404166448
2020-03-16,0.936146856274924,0.649142938915499,0.040075918348046094
2020-03-23,0.6974954300942224,0.5375354673304049,0.041001122808799834
2020-03-30,0.17036156395039692,0.5243082677698283,0.03890356326099626
2020-04-07,0.3181256914065913,0.5391653762405992,0.03961219178155692
2020-04-16,0.10607064090712742,0.5550015884165067,0.04101851704266411
2020-04-23,0.0567819764252866,0.5699022538257699,0.04193806940060403
2020-05-06,0.11210888405981717,0.5873858617185758,0.043802547483123705
2020-05-13,0.08035563288156561,0.5979320953711618,0.04420665805477182
2020-05-20,0.31270101312111587,0.6086154864297133,0.044584187419613994
2020-05-27,0.17208774486227085,0.6195880213717171,0.04488442766137339
2020-06-03,0.30544250915445414,0.6321676210400009,0.046105264698886574
2020-06-10,0.5038384780939906,0.6427976442585488,0.04790459933620166
2020-06-17,0.09963779503667058,0.6508109032756764,0.0491129315250393
2020-06-24,0.7292792934941921,0.6589718991917626,0.051070177553772994
2020-07-06,0.12084153125672803,0.6597983414654862,0.051364456249478704
2020-07-13,0.1379215752350718,0.6533024119130109,0.05101472216537822
2020-07-20,0.13199810761479908,0.6501177908112291,0.050918105726862485
2020-07-27,0.16100531738811286,0.6475397097408575,0.05108312893896924
2020-08-03,0.12693401788948794,0.6452017002759913,0.0511087627683302
2020-08-10,0.15547002645573105,0.6419409252037356,0.05110498741506741
2020-08-17,0.1489109262292883,0.6460384761081093,0.05125432182696349
2020-08-24,0.15223757538116106,0.6500772632950758,0.05130460126849525
2020-08-31,0.14321527127653738,0.6505618938672992,0.051408571592256994
2020-09-07,0.1479036507762771,0.6499958021313548,0.05148961676498916
2020-09-14,0.14995346523965009,0.6452004087566585,0.05127076602339995
2020-09-21,0.1494486083774355,0.6420332254594908,0.05122006537401251
2020-09-28,0.1300780525539278,0.6338934453867286,0.051136035378231706
2020-10-14,0.1503295601209474,0.6227528083976368,0.05107793153255758
2020-10-21,0.1676005985476779,0.5849017768880844,0.05062214661793541
2020-10-29,0.2408646458588471,0.5490103683774501,0.050089475170127115
2020-11-05,0.22368822815441236,0.5114604839735608,0.04941594849225916
2020-11-12,0.22019394339301712,0.4988230366415711,0.04944149307264823
2020-11-19,0.24997921396095785,0.4622047314362342,0.049139524781003883
2020-11-26,0.18724482638567286,0.3763576663597979,0.04776332225833611
2020-12-03,0.038003441390108916,0.2930350857879761,0.04554032756497123
2020-12-10,0.00498482257442626,0.2050910957015949,0.04081221970138233
2020-12-17,0.009112128305527793,0.2235147182107195,0.034061789712532126
2020-12-24,0.0755529599129537,0.362761875956243,0.024862505039184673
2021-01-04,0.044956729811006485,0.39815931876610583,0.01953443066029545
2021-01-11,0.034791666309337485,0.38708852981513775,0.019463204300455627
2021-01-18,0.027700691984395148,0.37788147009892326,0.01944918805415117
2021-01-25,0.03026782314691122,0.3662424591856669,0.019526614465287855
2021-02-01,0.1235998217055343,0.3742997926758023,0.01952448764358309
2021-02-08,0.12098724796370663,0.38028413474931766,0.01973112210433478
2021-02-22,0.11368683786787126,0.3822253901545586,0.019685821545474134
2021-03-01,0.10703318137080903,0.36902380719540107,0.01974010791699542
2021-03-08,0.010074648343873473,0.3518303182305074,0.019546911934167095
2021-03-15,0.033516180412485004,0.3429453084190538,0.01882652792650142
2021-03-22,0.007203359023778979,0.3274634937397797,0.018027344395074096
2021-03-29,0.135755121695055,0.31866489314811697,0.017195657610123774
2021-04-08,0.13756543902864765,0.2990086850876468,0.017151388186419043
2021-04-15,0.01156980152999395,0.27554442365893916,0.015282837966221182
2021-04-22,0.08660221559356407,0.263775227297937,0.015346774864340851
2021-04-29,0.1126820798143362,0.24759323418312623,0.015885066389485402
2021-05-11,0.013985414019018708,0.24770352890942243,0.015522362375946865
2021-05-18,0.02998035351020992,0.2783543253573737,0.016767238254223774
2021-05-26,0.09589918198111969,0.29649868148474245,0.017255944634952624
2021-06-02,0.04786484247197407,0.3085078041351359,0.017074291606129603
2021-06-09,0.22828042667704085,0.32284903830046985,0.017404758595491565
2021-06-17,0.6507142921948861,0.36894838720058126,0.02207770804755884
2021-06-24,0.7282962069361356,0.4067322554077183,0.02500429593902077
2021-07-02,0.6240798600092545,0.43173505092218284,0.02628351089158946
2021-07-09,0.492910904945144,0.4448717703456106,0.026539963238879832
2021-07-16,0.3573911964691951,0.4522916899137368,0.02632317451897254
2021-07-23,0.408572042634059,0.4597478489757145,0.02567978162413913
2021-07-30,0.3876780395935914,0.464444470063698,0.02536845090815049
2021-08-06,0.4857105540517451,0.4668908667769235,0.02542694461954613
2021-08-13,0.598896499379057,0.462564863626385,0.02614462853956349
2021-08-20,0.47122387858555,0.4612784982748184,0.026545200025347014
2021-08-27,0.24229224402156918,0.46262495702873563,0.026641977270496144
2021-09-03,0.21566284710378775,0.4747658440601923,0.026465540143285934
2021-09-10,0.3483146570242145,0.49740815002142624,0.02697623590927258
2021-09-17,0.6820904223517514,0.5437650842007966,0.031769148236678695
2021-09-29,0.9891565740940942,0.6120087921102075,0.040292603291224194
2021-10-15,0.46041871276989454,0.6606553707078249,0.04294012079730174
2021-10-22,0.2783678194286674,0.6962478406698647,0.04179404919519339
2021-10-29,0.38080723899346625,0.7200968777555153,0.041094842541683906
2021-11-05,0.25259999753789053,0.7262458750963336,0.04074914795001
2021-11-12,0.27640891248182153,0.7438430616510487,0.04015737576228267
2021-11-19,0.23027066100142368,0.7664410820037434,0.0399142101500675
2021-11-26,0.34964132631968226,0.7874013285930648,0.038753514190614485
2021-12-03,0.30743919511005785,0.792311552940383,0.038991536640879336
2021-12-10,0.3408538510968442,0.7943464256624777,0.039163114026003164
2021-12-17,0.377406738010757,0.7896332629329592,0.03970953883425662
2021-12-24,0.32781118724953456,0.790325285013382,0.03980629611041058
2022-01-04,0.3495153505491764,0.7972563459367006,0.039863445668165014
2022-01-11,0.2673279664671366,0.8063627889319145,0.039698291641576657
2022-01-18,0.2854427531282048,0.8195262765025128,0.0393854842220359
2022-01-25,0.3176088806342151,0.8218308811091326,0.039975973533067366
2022-02-08,0.300852457557304,0.8242806639303448,0.04096776733867444
2022-02-15,0.23554321138830514,0.8159785458945891,0.04123130977619029
2022-02-22,0.2177481692398649,0.827518952357243,0.040786386088921114
2022-03-01,0.2089745786358977,0.8432353478008742,0.040297561125471205
2022-03-08,0.2409872311369584,0.8420172420377451,0.04025904641373158
2022-03-15,0.3207974223681078,0.8423925797276557,0.04026694111739427
2022-03-22,0.38192703985441534,0.8439152391824578,0.040175562310116104
2022-03-29,0.2580754855012456,0.8369374300813914,0.04035448198436949
2022-04-07,0.2689722776190767,0.829115566251548,0.04053505760143783
2022-04-14,0.2913897732753399,0.8254493280985888,0.04055773700897882
2022-04-25,0.5139424914021535,0.8204380293203108,0.04115121665979443
2022-05-05,0.45072101889306154,0.822265795419332,0.0414155513184847
2022-05-13,0.44864239155384505,0.8235370691572175,0.041620102296189995
2022-05-20,0.5042669914911647,0.8150329380601045,0.042002177389064005
2022-05-27,0.4915897256231658,0.7889470655221953,0.042341552086192114
2022-06-06,0.5548002158195228,0.7677591960467703,0.042580710724667535
2022-06-13,0.45285089755762886,0.7704582055923539,0.042764197858157285
2022-06-20,0.40781447978043134,0.809499097567651,0.04328226928293879
2022-06-27,0.18192504003198523,0.8420100158977692,0.042560310390701885
2022-07-05,0.0321395820372089,0.8549683848882206,0.0403969975980599
2022-07-12,6.436417153482624e-05,0.855259829922606,0.03229532662713239
2022-07-19,0.004942070386916337,0.8339672772833242,0.027204786163606103
2022-07-26,0.0008747942955918124,0.8112726667314216,0.02566897235724266
2022-08-02,0.00254574643511925,0.8043242706300271,0.02315735545523408
2022-08-09,0.008384219258387924,0.7965171174685686,0.023460257547125576
2022-08-16,0.03321088695178349,0.7564380019917138,0.025042509193585017
2022-08-23,0.026699274757399204,0.7088865096264819,0.025373687152066622
2022-08-30,0.010651504278665168,0.6918978932535704,0.02585504839274724
