segment,sample_size,p_value,significant,intercept,hedge_ratio,residual_mean,residual_std
2019_2020,474,0.004978491093320347,True,0.8584737330656823,0.8109825597510921,5.307521885655284e-16,0.044638697027717875
2021_2022,471,0.02738359231745774,True,0.8618236570442648,0.6468321222662109,-9.69736204523969e-16,0.03712081965537206
2023,233,0.13838232167637277,False,0.30239612719977865,1.1084476740794333,1.2903364595214265e-15,0.03430068943913762
