date,a_close,h_close_hkd,fx_rate,h_close_cny,ah_premium_pct
2018-12-10,5.55,3.2183,0.92,2.9608360000000005,0.8744705887121067
2018-12-11,5.52,3.1763,0.92,2.922196,0.8889903346661208
2018-12-12,5.57,3.2303,0.92,2.9718760000000004,0.8742370139265567
2018-12-13,5.62,3.2724,0.92,3.0106080000000004,0.8667325669765042
2018-12-14,5.6,3.2243,0.92,2.966356,0.8878381421515149
2018-12-17,5.63,3.1883,0.92,2.933236,0.9193818703984269
2018-12-18,5.56,3.1163,0.92,2.866996,0.9393120883321775
2018-12-19,5.44,3.0262,0.92,2.784104,0.9539499961208346
2018-12-20,5.42,2.9722,0.92,2.734424,0.9821359086959445
2018-12-21,5.39,2.9301,0.92,2.695692,0.9994865882304058
2018-12-24,5.41,2.9121,0.92,2.679132,1.0193107319833437
2018-12-27,5.26,2.9061,0.92,2.673612,0.9673759692879895
2018-12-28,5.25,2.8881,0.92,2.657052,0.9758740137565993
2019-01-02,5.22,2.78,0.92,2.5576,1.0409759149202378
2019-01-03,5.25,2.8581,0.92,2.629452,0.9966137430917164
2019-01-04,5.31,2.9301,0.92,2.695692,0.969809607329027
2019-01-07,5.33,2.9481,0.92,2.7122520000000003,0.9651566299886587
2019-01-08,5.34,2.9722,0.92,2.734424,0.9528792901174066
2019-01-09,5.34,3.0202,0.92,2.778584,0.9218422045185606
2019-01-10,5.36,3.0202,0.92,2.778584,0.9290401153969075
2019-01-11,5.38,3.0382,0.92,2.795144,0.9247666667620702
2019-01-14,5.33,2.9421,0.92,2.706732,0.9691642911082441
2019-01-15,5.35,3.0082,0.92,2.767544,0.9331219304914391
2019-01-16,5.35,3.0082,0.92,2.767544,0.9331219304914391
2019-01-17,5.33,2.9962,0.92,2.756504,0.9336086579232246
2019-01-18,5.36,3.0322,0.92,2.7896240000000003,0.9214058955615523
2019-01-21,5.39,3.0802,0.92,2.833784,0.9020504032770316
2019-01-22,5.33,2.9782,0.92,2.7399440000000004,0.9452952323113171
2019-01-23,5.29,2.9421,0.92,2.706732,0.9543863226946738
2019-01-24,5.31,2.9722,0.92,2.734424,0.9419080581504549
2019-01-25,5.31,3.0262,0.92,2.784104,0.9072563381252996
2019-01-28,5.3,2.9962,0.92,2.756504,0.9227253071281594
2019-01-29,5.3,2.9902,0.92,2.7509840000000003,0.9265833607174738
2019-01-30,5.28,2.9902,0.92,2.7509840000000003,0.9193132348279742
2019-01-31,5.33,3.0382,0.92,2.795144,0.9068785007140956
2019-02-01,5.36,3.0442,0.92,2.8006640000000003,0.9138318627296955
2019-02-11,5.36,2.9602,0.92,2.7233840000000002,0.9681396380385578
2019-02-12,5.4,2.9541,0.92,2.717772,0.9869216402258909
2019-02-13,5.49,3.0202,0.92,2.778584,0.9758265361061607
2019-02-14,5.47,3.0262,0.92,2.784104,0.9647254556582654
2019-02-15,5.43,2.9902,0.92,2.7509840000000003,0.9738391789992231
2019-02-18,5.52,3.1283,0.92,2.878036,0.9179746188025444
2019-02-19,5.53,3.1343,0.92,2.883556,0.9177709744496032
2019-02-20,5.52,3.1763,0.92,2.922196,0.8889903346661208
2019-02-21,5.48,3.1763,0.92,2.922196,0.8753019989076709
2019-02-22,5.52,3.1943,0.92,2.938756,0.8783458034624172
2019-02-25,5.72,3.1883,0.92,2.933236,0.9500647066925403
2019-02-26,5.68,3.1703,0.92,2.9166760000000003,0.9474223396770842
2019-02-27,5.71,3.1643,0.92,2.911156,0.9614201368803319
2019-02-28,5.71,3.1163,0.92,2.866996,0.9916316590605638
2019-03-01,5.74,3.1283,0.92,2.878036,0.9944156362185881
2019-03-04,5.77,3.1103,0.92,2.861476,1.01644186426865
2019-03-05,5.74,3.1163,0.92,2.866996,1.0020955732062413
2019-03-06,5.82,3.0983,0.92,2.850436,1.0417929046644092
2019-03-07,5.79,3.0802,0.92,2.833784,1.0432044220731007
2019-03-08,5.58,3.0202,0.92,2.778584,1.0082171350587208
2019-03-11,5.62,3.0382,0.92,2.795144,1.0106298637923485
2019-03-12,5.65,3.0742,0.92,2.828264,0.9976918703487372
2019-03-13,5.6,3.0622,0.92,2.817224,0.9877723603092974
2019-03-14,5.59,3.0742,0.92,2.828264,0.9764774434069805
2019-03-15,5.61,3.0622,0.92,2.817224,0.9913219538098499
2019-03-18,5.69,3.1403,0.92,2.889076,0.9694878224041181
2019-03-19,5.68,3.2183,0.92,2.9608360000000005,0.9183771070062641
2019-03-20,5.66,3.2303,0.92,2.9718760000000004,0.9045209154083143
2019-03-21,5.7,3.2364,0.92,2.977488,0.9143653979461881
2019-03-22,5.66,3.1703,0.92,2.9166760000000003,0.9405652187627285
2019-03-25,5.54,3.0502,0.92,2.806184,0.9742112420283202
2019-03-26,5.5,3.0502,0.92,2.806184,0.959957009233892
2019-03-27,5.5,3.0682,0.92,2.822744,0.9484586629180682
2019-03-28,5.46,3.0682,0.92,2.822744,0.9342880544604824
2019-03-29,5.54,3.0562,0.92,2.811704,0.9703354264887056
2019-04-01,5.6,3.0922,0.92,2.844824,0.9684873299719068
2019-04-02,5.58,3.0922,0.92,2.844824,0.9614570180791502
2019-04-03,5.63,3.1163,0.92,2.866996,0.9637278880054245
2019-04-04,5.63,3.1283,0.92,2.878036,0.9561951275105662
2019-04-08,5.66,3.1703,0.92,2.9166760000000003,0.9405652187627285
2019-04-09,5.63,3.1823,0.92,2.927716,0.9230007282127091
2019-04-10,5.6,3.1403,0.92,2.889076,0.9383359939302389
2019-04-11,5.55,3.0983,0.92,2.850436,0.9470705534170911
2019-04-12,5.57,3.0682,0.92,2.822744,0.9732572277188438
2019-04-15,5.55,3.0322,0.92,2.7896240000000003,0.9895154329042191
2019-04-16,5.63,3.0322,0.92,2.7896240000000003,1.0181931328379736
2019-04-17,5.6,3.0382,0.92,2.795144,1.0034745973731583
2019-04-18,5.59,3.0262,0.92,2.784104,1.0078272938079897
2019-04-23,5.61,3.0682,0.92,2.822744,0.9874278361764297
2019-04-24,5.58,3.0562,0.92,2.811704,0.9845616750554111
2019-04-25,5.47,3.0502,0.92,2.806184,0.9492663346380708
2019-04-26,5.41,3.0322,0.92,2.7896240000000003,0.9393294580201488
2019-04-29,5.39,3.0382,0.92,2.795144,0.9283442999716649
2019-04-30,5.4,2.9902,0.92,2.7509840000000003,0.9629339901649736
2019-05-06,5.35,2.8761,0.92,2.6460120000000003,1.0219107093996547
2019-05-07,5.31,2.8641,0.92,2.6349720000000003,1.015201679562439
2019-05-08,5.28,2.8221,0.92,2.596332,1.0336382250035823
2019-05-09,5.25,2.786,0.92,2.56312,1.0482849027747432
2019-05-10,5.31,2.762,0.92,2.54104,1.0896955577243959
2019-05-14,5.26,2.732,0.92,2.51344,1.0927493793366856
2019-05-15,5.3,2.732,0.92,2.51344,1.1086638232860144
2019-05-16,5.31,2.75,0.92,2.5300000000000002,1.0988142292490113
2019-05-17,5.25,2.738,0.92,2.5189600000000003,1.0841934766729122
2019-05-20,5.27,2.768,0.92,2.54656,1.069458406634833
2019-05-21,5.27,2.762,0.92,2.54104,1.0739539716021782
2019-05-22,5.24,2.75,0.92,2.5300000000000002,1.0711462450592886
2019-05-23,5.25,2.708,0.92,2.4913600000000002,1.1072827692505296
2019-05-24,5.22,2.696,0.92,2.4803200000000003,1.1045671526254672
2019-05-27,5.23,2.69,0.92,2.4748,1.1133020850169713
2019-05-28,5.23,2.702,0.92,2.48584,1.103916583529109
2019-05-29,5.21,2.6599,0.92,2.447108,1.1290437528707353
2019-05-30,5.24,2.6779,0.92,2.463668,1.1269099570234302
2019-05-31,5.21,2.6299,0.92,2.4195080000000004,1.153330346500197
2019-06-03,5.2,2.6359,0.92,2.425028,1.1443051379200568
2019-06-04,5.17,2.6059,0.92,2.397428,1.1564776919265145
2019-06-05,5.17,2.5759,0.92,2.369828,1.181592925731319
2019-06-06,5.12,2.5699,0.92,2.3643080000000003,1.1655385000600598
2019-06-10,5.14,2.6119,0.92,2.402948,1.139039213499418
2019-06-11,5.18,2.6119,0.92,2.402948,1.155685433059725
2019-06-12,5.15,2.5699,0.92,2.3643080000000003,1.1782272022088494
2019-06-13,5.15,2.5398,0.92,2.3366160000000002,1.2040420847927087
2019-06-14,5.1,2.5639,0.92,2.358788,1.1621273297981842
2019-06-17,5.11,2.5699,0.92,2.3643080000000003,1.1613089326771298
2019-06-18,5.05,2.5699,0.92,2.3643080000000003,1.135931528379551
2019-06-19,5.06,2.6239,0.92,2.413988,1.0961164678531956
2019-06-20,5.09,2.6684,0.92,2.454928,1.0733805635032878
2019-06-21,5.12,2.6807,0.92,2.466244,1.0760314064626209
2019-06-24,5.11,2.6807,0.92,2.466244,1.0719766576218737
2019-06-25,5.07,2.65,0.92,2.438,1.0795734208367516
2019-06-26,5.09,2.6438,0.92,2.4322960000000005,1.092672931255077
2019-06-27,5.09,2.6745,0.92,2.4605400000000004,1.0686515968039534
2019-06-28,5.08,2.65,0.92,2.438,1.0836751435602952
2019-07-02,5.1,2.6684,0.92,2.454928,1.0774540027243158
2019-07-03,5.08,2.6254,0.92,2.415368,1.1031991812427755
2019-07-04,5.09,2.6131,0.92,2.404052,1.117258694903438
2019-07-05,5.06,2.6131,0.92,2.404052,1.104779763499292
2019-07-08,4.98,2.5823,0.92,2.375716,1.0962101530654338
2019-07-09,4.95,2.5823,0.92,2.375716,1.0835823810590153
2019-07-10,4.92,2.5885,0.92,2.38142,1.065994238731513
2019-07-11,4.92,2.6377,0.92,2.4266840000000003,1.027458045629344
2019-07-12,4.92,2.6315,0.92,2.42098,1.0322348800898808
2019-07-15,4.9,2.6254,0.92,2.415368,1.028676375608189
2019-07-16,4.89,2.6192,0.92,2.4096640000000003,1.0293285702902972
2019-07-17,4.87,2.6192,0.92,2.4096640000000003,1.021028657937372
2019-07-18,4.82,2.6069,0.92,2.398348,1.0097166883204607
2019-07-19,4.84,2.6377,0.92,2.4266840000000003,0.9944912481394361
2019-07-22,4.76,2.6069,0.92,2.398348,0.9846994681338987
2019-07-23,4.76,2.6069,0.92,2.398348,0.9846994681338987
2019-07-24,4.78,2.6069,0.92,2.398348,0.9930385415294196
2019-07-25,4.78,2.6254,0.92,2.415368,0.9789945051851314
2019-07-26,4.83,2.6131,0.92,2.404052,1.0091079560675058
2019-07-29,4.83,2.5885,0.92,2.38142,1.0282016611937417
2019-07-30,4.83,2.5885,0.92,2.38142,1.0282016611937417
2019-07-31,4.81,2.5577,0.92,2.3530840000000004,1.044125921556561
2019-08-01,4.77,2.5639,0.92,2.358788,1.022224973164184
2019-08-02,4.67,2.4716,0.92,2.2738720000000003,1.0537655593630597
2019-08-05,4.61,2.4102,0.92,2.217384,1.079026456400876
2019-08-06,4.55,2.3794,0.92,2.189048,1.078529114025823
2019-08-07,4.58,2.3794,0.92,2.189048,1.0922337015908283
2019-08-08,4.56,2.3917,0.92,2.2003640000000004,1.0723843873104628
2019-08-09,4.56,2.3856,0.92,2.1947520000000003,1.0776834922578948
