entry_z,final_capital,total_return,annual_return,sharpe_ratio,max_drawdown,trade_count,win_rate,avg_holding_days,total_costs
1.5,159539.2242472,0.5953922424720002,0.10490322356224024,0.6313408601713059,-0.2314631488701171,49,0.5510204081632653,9.448979591836734,13255.2337528
2.0,92028.6355408,-0.07971364459200003,-0.01758402313249363,-0.053944959232068136,-0.3281155863259795,32,0.375,8.125,7115.5004592000005
2.5,82276.02632159996,-0.1772397367840004,-0.0408073876447288,-0.34000559518625284,-0.31168144466370973,19,0.3684210526315789,5.7368421052631575,4491.9920784
