date,capital,spread,zscore,cheap_leg,position,gross_exposure,returns
2018-03-28,100000.0,0.2515261300876135,,flat,flat,0.0,0.0
2018-03-29,100000.0,0.26858849915668315,,flat,flat,0.0,0.0
2018-04-03,100000.0,0.2715478778890468,,flat,flat,0.0,0.0
2018-04-04,100000.0,0.2827713458969825,-1.6257260061040901,a,flat,0.0,0.0
2018-04-09,99903.868168,0.2593676174171524,-2.198715555916365,a,long_a_short_h,94771.416,-0.0009613183200000153
2018-04-10,99691.420168,0.2553889299205012,-2.198949622006283,a,long_a_short_h,96535.864,-0.002126524266735541
2018-04-11,98545.876168,0.23454440352954853,-2.593463755727347,a,long_a_short_h,99039.408,-0.0114908985955815
2018-04-12,97164.684168,0.21030072140991818,-2.9657409962784165,a,long_a_short_h,101002.6,-0.014015726012170715
2018-04-13,96996.62016800001,0.206397073074009,-2.8370193131762904,a,long_a_short_h,99618.66399999999,-0.0017296819460598245
2018-04-16,96587.428168,0.19852047606456424,-2.805064100834738,a,long_a_short_h,99057.856,-0.004218621218876284
2018-04-17,95633.140168,0.18146774022419287,-2.9348416739333296,a,long_a_short_h,99624.144,-0.009880043584348797
2018-04-18,95745.852168,0.18492796898263397,-2.6840374387519494,a,long_a_short_h,101257.432,0.0011785872533516262
2018-04-19,94393.340168,0.1637613118789023,-2.8753665127923616,a,long_a_short_h,104161.944,-0.014126063629647634
2018-04-20,94833.948168,0.1694500785846822,-2.610544970036387,a,long_a_short_h,102169.33600000001,0.004667786935135698
2018-04-23,94805.26816800001,0.16797620646975409,-2.496824848697681,a,long_a_short_h,101228.016,-0.00030242334685026684
2018-04-24,95394.75616799999,0.17982502508047005,-2.2022369119971508,a,long_a_short_h,102578.52799999999,0.006217882311723155
2018-04-25,94909.75616799999,0.17072578122535598,-2.2495718775340627,a,long_a_short_h,102093.52799999999,-0.00508413690104581
2018-04-26,94458.916168,0.16169754633897893,-2.288063169139736,a,long_a_short_h,101186.36800000002,-0.00475019658887299
2018-04-27,93866.69216800001,0.15357215862220341,-2.307451804662028,a,long_a_short_h,103330.592,-0.006269646360823056
2018-05-02,93160.194048,0.14309492740809526,-2.353500581533535,a,flat,0.0,-0.007526611449517495
2018-05-03,93160.194048,0.1716405913229735,-1.8846808583228702,a,flat,0.0,0.0
2018-05-04,93160.194048,0.16783643785502145,-1.8807219174514898,a,flat,0.0,0.0
2018-05-07,93160.194048,0.1609076579336921,-1.9170041586520923,a,flat,0.0,0.0
2018-05-08,93160.194048,0.17577103912340197,-1.6730391219406955,a,flat,0.0,0.0
2018-05-09,93160.194048,0.1643380659728182,-1.7790541561608961,a,flat,0.0,0.0
2018-05-10,93160.194048,0.15551422517601532,-1.8442353004624996,a,flat,0.0,0.0
2018-05-11,93160.194048,0.15439082445441987,-1.8100718734489178,a,flat,0.0,0.0
2018-05-14,93160.194048,0.1490302109904169,-1.8295246475022893,a,flat,0.0,0.0
2018-05-15,93160.194048,0.14723887202634334,-1.8049671481502436,a,flat,0.0,0.0
2018-05-16,93070.7507672,0.12149737637892954,-2.060741856136661,a,long_a_short_h,87944.1404,-0.0009601019159954927
2018-05-17,93884.7311672,0.13848529781380203,-1.806103920076235,a,long_a_short_h,87300.16,0.008745823938135278
2018-05-18,96109.1299672,0.1821882071320624,-1.2583296208384858,a,long_a_short_h,92215.76120000001,0.023692870739956184
2018-05-21,96110.8619672,0.1820514226058516,-1.2418087092419505,a,long_a_short_h,92554.02919999999,1.802118072014025e-05
2018-05-23,96877.34516720001,0.20033472435622524,-1.0105100669286335,a,long_a_short_h,88387.546,0.007974990384141734
2018-05-24,96989.7047672,0.20276486240160319,-0.9707798216948255,a,long_a_short_h,88275.1864,0.001159812955300099
2018-05-25,97655.30596720001,0.21878536707714602,-0.7714496176825686,a,long_a_short_h,86249.5852,0.006862596412656519
2018-05-28,97991.84196720002,0.22637622990149686,-0.6746832333886962,a,long_a_short_h,85913.04920000001,0.0034461619536887422
2018-05-29,98098.4627672,0.2301055423571845,-0.6249706758427648,a,long_a_short_h,84786.4284,0.0010880579225736042
2018-05-30,96373.37796720001,0.1937165426980536,-1.0541699124100203,a,long_a_short_h,83621.5132,-0.01758523784510102
2018-05-31,96496.12956720001,0.19468608133019805,-1.0311572879656203,a,long_a_short_h,85538.7616,0.0012737085965979222
2018-06-01,95264.61996720001,0.16748356039047696,-1.3407422307764596,a,long_a_short_h,87110.2712,-0.012762269383482128
2018-06-04,95289.7047672,0.16827868633043397,-1.3124814001202225,a,long_a_short_h,86575.1864,0.0002633170636552329
2018-06-05,95374.7047672,0.1700315351578483,-1.274158941082047,a,long_a_short_h,86660.1864,0.0008920166161461296
2018-06-06,95206.43676720001,0.16639485729941317,-1.2998058464422761,a,long_a_short_h,86828.4544,-0.0017642833119192458
2018-06-07,94578.0222616,0.15496961507395923,-1.41451591517844,a,flat,0.0,-0.006600546422471654
2018-06-08,94578.0222616,0.16755052370646206,-1.2492109005935548,a,flat,0.0,0.0
2018-06-11,94578.0222616,0.1348489676618141,-1.607294796912146,a,flat,0.0,0.0
2018-06-12,94578.0222616,0.1286061262848308,-1.6500769053854325,a,flat,0.0,0.0
2018-06-13,94578.0222616,0.14034273162990507,-1.4900297265325464,a,flat,0.0,0.0
2018-06-14,94578.0222616,0.1536667072252047,-1.3185098849011847,a,flat,0.0,0.0
2018-06-15,94578.0222616,0.16435328351558542,-1.1818731037819779,a,flat,0.0,0.0
2018-06-19,94578.0222616,0.14418929449241658,-1.3943234794400432,a,flat,0.0,0.0
2018-06-20,94578.0222616,0.12526303729933952,-1.5847426924771517,a,flat,0.0,0.0
2018-06-21,94578.0222616,0.14132154834467436,-1.3834587975471997,a,flat,0.0,0.0
2018-06-22,94578.0222616,0.15178818466105537,-1.2502812181129979,a,flat,0.0,0.0
2018-06-25,94578.0222616,0.13195434377519022,-1.4534595255045857,a,flat,0.0,0.0
2018-06-26,94578.0222616,0.13967355512915658,-1.3495621171321033,a,flat,0.0,0.0
2018-06-27,94578.0222616,0.13810508405494448,-1.350032722035778,a,flat,0.0,0.0
2018-06-28,94578.0222616,0.13239745149444282,-1.3953601285936728,a,flat,0.0,0.0
2018-06-29,94578.0222616,0.12872799429340742,-1.417278899364409,a,flat,0.0,0.0
2018-07-03,94578.0222616,0.11858851323037722,-1.5076749180124491,a,flat,0.0,0.0
2018-07-04,94578.0222616,0.14079429059467152,-1.249923628124954,a,flat,0.0,0.0
2018-07-05,94578.0222616,0.1541380474559655,-1.093469911879473,a,flat,0.0,0.0
2018-07-06,94578.0222616,0.1565436834326417,-1.0576659042415326,a,flat,0.0,0.0
2018-07-09,94578.0222616,0.16764760731955808,-0.9206657831076381,a,flat,0.0,0.0
2018-07-10,94578.0222616,0.16696539791700582,-0.912779412922048,a,flat,0.0,0.0
2018-07-11,94578.0222616,0.1503803985243526,-1.0761026137665783,a,flat,0.0,0.0
2018-07-12,94578.0222616,0.15711997892206542,-0.9858415974032432,a,flat,0.0,0.0
2018-07-13,94578.0222616,0.15550043798436697,-0.9869612455545297,a,flat,0.0,0.0
2018-07-16,94578.0222616,0.13313210153199462,-1.2105185257343944,a,flat,0.0,0.0
2018-07-17,94578.0222616,0.13720443492652556,-1.1468459950769703,a,flat,0.0,0.0
2018-07-18,94578.0222616,0.14397831571621644,-1.055481782430675,a,flat,0.0,0.0
2018-07-19,94578.0222616,0.14494626800549892,-1.0276135801457866,a,flat,0.0,0.0
2018-07-20,94578.0222616,0.15934965736163198,-0.8555825222840978,a,flat,0.0,0.0
2018-07-23,94578.0222616,0.16313359856180143,-0.8002878492983787,a,flat,0.0,0.0
2018-07-24,94578.0222616,0.1805422614979555,-0.5968112950852973,a,flat,0.0,0.0
2018-07-25,94578.0222616,0.15367395345833246,-0.8782865582171021,a,flat,0.0,0.0
2018-07-26,94578.0222616,0.1562398371909437,-0.8363817457434071,a,flat,0.0,0.0
2018-07-27,94578.0222616,0.15753187426497872,-0.8081332686716253,a,flat,0.0,0.0
2018-07-30,94578.0222616,0.15294250220032612,-0.8465166558749184,a,flat,0.0,0.0
2018-07-31,94578.0222616,0.15834209592135684,-0.7720059111518109,a,flat,0.0,0.0
2018-08-01,94578.0222616,0.1472878850372794,-0.8845388466116579,a,flat,0.0,0.0
2018-08-02,94578.0222616,0.17078968104840753,-0.6003570657237025,a,flat,0.0,0.0
2018-08-03,94578.0222616,0.18867849463412334,-0.3778140246123083,a,flat,0.0,0.0
2018-08-06,94578.0222616,0.1789105435422509,-0.48063746562392123,a,flat,0.0,0.0
2018-08-07,94578.0222616,0.200110867751091,-0.21047298763173647,a,flat,0.0,0.0
2018-08-08,94578.0222616,0.20297246820935877,-0.15950599774156363,a,flat,0.0,0.0
2018-08-09,94578.0222616,0.21057555930777472,-0.047599428099688944,a,flat,0.0,0.0
2018-08-10,94578.0222616,0.2182493222987596,0.07167923337213776,h,flat,0.0,0.0
2018-08-13,94578.0222616,0.23179010381775078,0.271923043880812,h,flat,0.0,0.0
2018-08-14,94578.0222616,0.24555968454150756,0.4769338084942188,h,flat,0.0,0.0
2018-08-15,94578.0222616,0.2581529527047022,0.6685979992649713,h,flat,0.0,0.0
2018-08-16,94578.0222616,0.25992301914228233,0.7078002271172413,h,flat,0.0,0.0
2018-08-17,94578.0222616,0.26687956893564224,0.8258346322521783,h,flat,0.0,0.0
2018-08-20,94578.0222616,0.262040501879268,0.7802448611689603,h,flat,0.0,0.0
2018-08-21,94578.0222616,0.25407037420941636,0.6876461481394333,h,flat,0.0,0.0
2018-08-22,94578.0222616,0.21092533835109717,0.07672181095451547,h,flat,0.0,0.0
2018-08-23,94578.0222616,0.21826148250040034,0.2021109065951025,h,flat,0.0,0.0
2018-08-24,94578.0222616,0.19527217565455834,-0.12790420728755628,a,flat,0.0,0.0
2018-08-27,94578.0222616,0.1933291572124567,-0.1434218535578064,a,flat,0.0,0.0
2018-08-28,94578.0222616,0.16998691806567412,-0.49082885161216766,a,flat,0.0,0.0
2018-08-29,94578.0222616,0.1687900326182752,-0.49661867977361734,a,flat,0.0,0.0
2018-08-30,94578.0222616,0.16659132906453578,-0.5189325591474467,a,flat,0.0,0.0
2018-08-31,94578.0222616,0.15050044603671986,-0.7726049403765775,a,flat,0.0,0.0
2018-09-03,94578.0222616,0.15633482889734673,-0.665000898682761,a,flat,0.0,0.0
2018-09-04,94578.0222616,0.17129276204148058,-0.39592043147887224,a,flat,0.0,0.0
2018-09-05,94578.0222616,0.1988099743981686,0.11303779164015038,h,flat,0.0,0.0
2018-09-06,94578.0222616,0.18396983967118108,-0.13767502659156394,a,flat,0.0,0.0
2018-09-07,94578.0222616,0.15349883617324211,-0.6950227881415413,a,flat,0.0,0.0
2018-09-10,94578.0222616,0.159712010226009,-0.5655415313107945,a,flat,0.0,0.0
2018-09-11,94578.0222616,0.15261830799285714,-0.6954542260160884,a,flat,0.0,0.0
2018-09-12,94578.0222616,0.14422988297964778,-0.8582231908236015,a,flat,0.0,0.0
2018-09-13,94578.0222616,0.14352745979779935,-0.8684141272917919,a,flat,0.0,0.0
2018-09-14,94578.0222616,0.16365995471183936,-0.42714226003863853,a,flat,0.0,0.0
2018-09-17,94578.0222616,0.17207361175998415,-0.22293847558086383,a,flat,0.0,0.0
2018-09-18,94578.0222616,0.15950129351047693,-0.5015646942087748,a,flat,0.0,0.0
2018-09-19,94578.0222616,0.17573141422482297,-0.09266733243602028,a,flat,0.0,0.0
2018-09-20,94578.0222616,0.19487331391006468,0.41346424910065643,h,flat,0.0,0.0
2018-09-21,94578.0222616,0.218067999082044,1.031540681498725,h,flat,0.0,0.0
2018-09-26,94578.0222616,0.20581719989858493,0.7429143042214038,h,flat,0.0,0.0
2018-09-27,94578.0222616,0.20631483759690306,0.7768111974690591,h,flat,0.0,0.0
2018-09-28,94578.0222616,0.18193057056639095,0.14447920032190695,h,flat,0.0,0.0
2018-10-08,94578.0222616,0.20613551140129438,0.8498036455800152,h,flat,0.0,0.0
2018-10-09,94578.0222616,0.2316613344189702,1.6316610571484005,h,flat,0.0,0.0
2018-10-10,94578.0222616,0.23567016304826627,1.7761226299480821,h,flat,0.0,0.0
2018-10-11,94578.0222616,0.21304435877906935,1.1393941953427802,h,flat,0.0,0.0
2018-10-12,94578.0222616,0.20815595736397552,1.0083526275864099,h,flat,0.0,0.0
2018-10-15,94578.0222616,0.19586893768135183,0.6408858689048894,h,flat,0.0,0.0
2018-10-16,94578.0222616,0.18611101204631475,0.3499525605128481,h,flat,0.0,0.0
2018-10-18,94578.0222616,0.1393672621427946,-1.0612080010221103,a,flat,0.0,0.0
2018-10-19,94578.0222616,0.1883214813450953,0.4295109707008395,h,flat,0.0,0.0
2018-10-22,94578.0222616,0.1824978002034887,0.25270023508776823,h,flat,0.0,0.0
2018-10-23,94578.0222616,0.18597935444125113,0.3531394263581063,h,flat,0.0,0.0
2018-10-24,94578.0222616,0.1920813547740734,0.5327711557029847,h,flat,0.0,0.0
2018-10-25,94578.0222616,0.21345354853640086,1.1653086383140412,h,flat,0.0,0.0
2018-10-26,94578.0222616,0.19646417728554755,0.6457129222034018,h,flat,0.0,0.0
2018-10-29,94578.0222616,0.1947988979664863,0.5885002977162586,h,flat,0.0,0.0
2018-10-30,94578.0222616,0.18832714820149343,0.3865183116539247,h,flat,0.0,0.0
2018-10-31,94578.0222616,0.20106076031885722,0.7584625102631712,h,flat,0.0,0.0
2018-11-01,94578.0222616,0.1889991880761832,0.3844495460112895,h,flat,0.0,0.0
2018-11-02,94578.0222616,0.19373288281254641,0.5216155748617513,h,flat,0.0,0.0
2018-11-05,94578.0222616,0.19408290525557126,0.5251237750845088,h,flat,0.0,0.0
2018-11-06,94578.0222616,0.17943122790853083,0.07786439234028802,h,flat,0.0,0.0
2018-11-07,94578.0222616,0.16190931468183845,-0.44814719487733984,a,flat,0.0,0.0
2018-11-08,94578.0222616,0.14924242480319205,-0.8251859808584697,a,flat,0.0,0.0
2018-11-09,94578.0222616,0.16941084154918262,-0.22100763400705897,a,flat,0.0,0.0
2018-11-12,94578.0222616,0.1606890950875206,-0.4863691683263515,a,flat,0.0,0.0
2018-11-13,94578.0222616,0.17783778879912782,0.02468142567909455,h,flat,0.0,0.0
2018-11-14,94578.0222616,0.18956590805573215,0.3705396210239892,h,flat,0.0,0.0
2018-11-15,94578.0222616,0.17807466033627595,0.006985030659974343,h,flat,0.0,0.0
2018-11-16,94578.0222616,0.16744854709720314,-0.3293800922574306,a,flat,0.0,0.0
2018-11-19,94578.0222616,0.15941652650665317,-0.5713863642182305,a,flat,0.0,0.0
2018-11-20,94578.0222616,0.16774207957973064,-0.31021440841097675,a,flat,0.0,0.0
2018-11-21,94578.0222616,0.17237941050782224,-0.16001486840953144,a,flat,0.0,0.0
2018-11-22,94578.0222616,0.16769198112952788,-0.2967660267946856,a,flat,0.0,0.0
2018-11-23,94578.0222616,0.16734636142337256,-0.2961715424015898,a,flat,0.0,0.0
2018-11-26,94578.0222616,0.15415705197771068,-0.6951161249058814,a,flat,0.0,0.0
2018-11-27,94578.0222616,0.16569664539637285,-0.3184893295030429,a,flat,0.0,0.0
2018-11-28,94578.0222616,0.15466946527211256,-0.6593460010536448,a,flat,0.0,0.0
2018-11-29,94578.0222616,0.14614716214275192,-0.9162111351656396,a,flat,0.0,0.0
2018-11-30,94578.0222616,0.12302165257126774,-1.621857268078918,a,flat,0.0,0.0
2018-12-03,94578.0222616,0.11286910146593421,-1.8973574318574038,a,flat,0.0,0.0
2018-12-04,94487.0731192,0.10446402553197887,-2.1005143132550415,a,long_a_short_h,89557.4712,-0.0009616308337304647
2018-12-05,95663.7983192,0.1289624421261304,-1.3365287647925543,a,long_a_short_h,87684.746,0.012453822106601953
2018-12-06,95990.88951919999,0.1362522764344425,-1.1075492303772356,a,long_a_short_h,86487.6548,0.0034191742931699576
2018-12-07,96638.14591919999,0.15054041150752218,-0.672740412633117,a,long_a_short_h,85492.39839999999,0.006742894072989447
2018-12-10,96781.90111919999,0.15338046673627193,-0.5946020947692675,a,long_a_short_h,85870.6432,0.0014875616521057289
2018-12-11,96755.39071919999,0.1531285096963828,-0.6120576374972067,a,long_a_short_h,85375.15359999999,-0.0002739189837503986
2018-12-12,97105.996612,0.16214570334657163,-0.3456300568962423,a,flat,0.0,0.003623631615705225
2018-12-13,97105.996612,0.1505894395808498,-0.6959673670403218,a,flat,0.0,0.0
2018-12-14,97105.996612,0.16363813525487303,-0.29910933848862375,a,flat,0.0,0.0
2018-12-17,97105.996612,0.17675751134637463,0.09173490236087678,h,flat,0.0,0.0
2018-12-18,97105.996612,0.19882987348156655,0.7514174722364889,h,flat,0.0,0.0
2018-12-19,97105.996612,0.19624372518046274,0.6596075474196847,h,flat,0.0,0.0
2018-12-20,97105.996612,0.2037552275693626,0.8765554813840766,h,flat,0.0,0.0
2018-12-21,97105.996612,0.20102735823545648,0.7788384292880143,h,flat,0.0,0.0
2018-12-24,97105.996612,0.20331857963755828,0.8352279243205348,h,flat,0.0,0.0
2018-12-27,97105.996612,0.170977492317977,-0.17625540822518704,a,flat,0.0,0.0
2018-12-28,97105.996612,0.15377231379003664,-0.7222248939222271,a,flat,0.0,0.0
2019-01-02,97105.996612,0.19483970224058833,0.5525071696117568,h,flat,0.0,0.0
2019-01-03,97105.996612,0.1889694079335924,0.35341227462622565,h,flat,0.0,0.0
