date,601857,00883,spread,rolling_mean,rolling_std,zscore,cheap_leg,pair_direction
2018-04-20,5.47,6.1387920000000005,0.1694500785846822,0.3192853088663563,0.05739614984666808,-2.610544970036387,a,long_a_short_h
2018-04-23,5.42,6.081752,0.16797620646975409,0.31715419474809425,0.05974707771598393,-2.496824848697681,a,long_a_short_h
2018-04-24,5.52,6.129316,0.17982502508047005,0.31524684516937723,0.061492848181396026,-2.2022369119971508,a,long_a_short_h
2018-04-25,5.47,6.129316,0.17072578122535598,0.31326710456740436,0.06336375590643471,-2.2495718775340627,a,long_a_short_h
2018-04-26,5.4,6.100796000000001,0.16169754633897893,0.31121886729404724,0.06534842349273302,-2.288063169139736,a,long_a_short_h
2018-04-27,5.48,6.271824,0.15357215862220341,0.30911691117842266,0.06740975141580556,-2.307451804662028,a,long_a_short_h
2018-05-02,5.45,6.30982,0.14309492740809526,0.306932411391971,0.06961438007256394,-2.353500581533535,a,long_a_short_h
2018-05-03,5.51,6.176788,0.1716405913229735,0.3051753747676983,0.07085272971019296,-1.8846808583228702,a,long_a_short_h
2018-05-04,5.51,6.2053080000000005,0.16783643785502145,0.30341461916625373,0.07208837205180776,-1.8807219174514898,a,long_a_short_h
2018-05-07,5.61,6.39538,0.1609076579336921,0.30161073358103146,0.07339737632404107,-1.9170041586520923,a,long_a_short_h
2018-05-08,5.61,6.2813,0.17577103912340197,0.30003773740031103,0.07427602657178865,-1.6730391219406955,a,long_a_short_h
2018-05-09,5.65,6.423900000000001,0.1643380659728182,0.2983624328147864,0.0753346188916394,-1.7790541561608961,a,long_a_short_h
2018-05-10,5.73,6.604404000000001,0.15551422517601532,0.2966203815021185,0.07651201356503501,-1.8442353004624996,a,long_a_short_h
2018-05-11,5.71,6.585452,0.15439082445441987,0.2949067723810619,0.07763003778347342,-1.8100718734489178,a,long_a_short_h
2018-05-14,5.72,6.6424,0.1490302109904169,0.2931701466502209,0.07878545711673646,-1.8295246475022893,a,long_a_short_h
2018-05-15,5.73,6.670920000000001,0.14723887202634334,0.2914533081252341,0.07989864870764203,-1.8049671481502436,a,long_a_short_h
2018-05-16,5.65,6.765956000000001,0.12149737637892954,0.2894770763607422,0.08151418843732791,-2.060741856136661,a,long_a_short_h
2018-05-17,5.66,6.6424,0.13848529781380203,0.2877415386762946,0.08263989641093991,-1.806103920076235,a,long_a_short_h
2018-05-18,6.08,6.870468000000001,0.1821882071320624,0.2865420689996556,0.08293046602372532,-1.2583296208384858,a,long_a_short_h
2018-05-21,6.1,6.898988,0.1820514226058516,0.2853680167929836,0.08319847768679331,-1.2418087092419505,a,long_a_short_h
2018-05-23,5.9,6.48094,0.20033472435622524,0.28442320243257524,0.08321389447601484,-1.0105100669286335,a,long_a_short_h
2018-05-24,5.9,6.461896,0.20276486240160319,0.28352585803663044,0.0831918771179561,-0.9707798216948255,a,long_a_short_h
2018-05-25,5.82,6.233828,0.21878536707714602,0.2828221570479404,0.08300838901594199,-0.7714496176825686,a,long_a_short_h
2018-05-28,5.82,6.176788,0.22637622990149686,0.2822152115947528,0.08276325678466387,-0.6746832333886962,a,long_a_short_h
2018-05-29,5.76,6.0722760000000005,0.2301055423571845,0.2816608534113745,0.08249236811738138,-0.6249706758427648,a,long_a_short_h
2018-05-30,5.59,6.119748,0.1937165426980536,0.28073512382491844,0.08254701647472071,-1.0541699124100203,a,long_a_short_h
2018-05-31,5.71,6.271824,0.19468608133019805,0.2798387796322651,0.08257973763640424,-1.0311572879656203,a,long_a_short_h
2018-06-01,5.73,6.509368,0.16748356039047696,0.27868047840296833,0.08293683562730345,-1.3407422307764596,a,long_a_short_h
2018-06-04,5.7,6.461896,0.16827868633043397,0.277553929504269,0.08325850801681874,-1.3124814001202225,a,long_a_short_h
2018-06-05,5.71,6.461896,0.1700315351578483,0.27646784471289104,0.0835345623872124,-1.274158941082047,a,long_a_short_h
2018-06-06,5.71,6.490416000000001,0.16639485729941317,0.27536711483875626,0.0838373345046979,-1.2998058464422761,a,long_a_short_h
2018-06-07,5.68,6.538992,0.15496961507395923,0.27417506038563944,0.0842729615358499,-1.41451591517844,a,long_a_short_h
2018-06-08,5.66,6.412676,0.16755052370646206,0.27312972179074557,0.08451671213733263,-1.2492109005935548,a,long_a_short_h
2018-06-11,5.56,6.529240000000001,0.1348489676618141,0.2717871901972608,0.0851979504932919,-1.607294796912146,a,long_a_short_h
2018-06-12,5.6,6.636144,0.1286061262848308,0.2704104491981028,0.08593800837431192,-1.6500769053854325,a,long_a_short_h
2018-06-13,5.57,6.500076,0.14034273162990507,0.26917170903078663,0.08646067598978709,-1.4900297265325464,a,long_a_short_h
2018-06-14,5.54,6.354348000000001,0.1536667072252047,0.26808203920243207,0.08677624133686505,-1.3185098849011847,a,long_a_short_h
2018-06-15,5.55,6.28636,0.16435328351558542,0.26711261157919053,0.08694616006978807,-1.1818731037819779,a,long_a_short_h
2018-06-19,5.3,6.092056,0.14418929449241658,0.26597443271727594,0.08734353255943733,-1.3943234794400432,a,long_a_short_h
2018-06-20,5.31,6.247536,0.12526303729933952,0.26468350248408384,0.08797672066675546,-1.5847426924771517,a,long_a_short_h
2018-06-21,5.25,6.043480000000001,0.14132154834467436,0.2635620301737256,0.08835859950854859,-1.3834587975471997,a,long_a_short_h
2018-06-22,5.27,5.994904000000001,0.15178818466105537,0.26255505859253037,0.08859356785239983,-1.2502812181129979,a,long_a_short_h
2018-06-25,5.27,6.140632,0.13195434377519022,0.2613889807816613,0.08905279764260123,-1.4534595255045857,a,long_a_short_h
2018-06-26,5.29,6.111468,0.13967355512915658,0.2603118531210196,0.0893906967752076,-1.3495621171321033,a,long_a_short_h
2018-06-27,5.42,6.305772,0.13810508405494448,0.25923986391868564,0.08972729170673457,-1.350032722035778,a,long_a_short_h
2018-06-28,5.56,6.548652000000001,0.13239745149444282,0.2581368864193444,0.09011253249125678,-1.3953601285936728,a,long_a_short_h
2018-06-29,5.56,6.577816,0.12872799429340742,0.257021292521707,0.0905208553417636,-1.417278899364409,a,long_a_short_h
2018-07-03,5.43,6.471004,0.11858851323037722,0.25583810637391785,0.09103394339442565,-1.5076749180124491,a,long_a_short_h
2018-07-04,5.4,6.257196,0.14079429059467152,0.2548631587825683,0.09126067034912745,-1.249923628124954,a,long_a_short_h
2018-07-05,5.36,6.101716,0.1541380474559655,0.2540167292756221,0.09134104261541459,-1.093469911879473,a,long_a_short_h
2018-07-06,5.38,6.111468,0.1565436834326417,0.25320445389359725,0.0913906462081449,-1.0576659042415326,a,long_a_short_h
2018-07-09,5.49,6.179456,0.16764760731955808,0.2517695961770881,0.09137082142184386,-0.9206657831076381,a,long_a_short_h
2018-07-10,5.6,6.334936,0.16696539791700582,0.25036027850876585,0.09136367386375531,-0.912779412922048,a,long_a_short_h
2018-07-11,5.48,6.296112000000001,0.1503803985243526,0.24879170378599083,0.09145159950609044,-1.0761026137665783,a,long_a_short_h
2018-07-12,5.51,6.28636,0.15711997892206542,0.2472953182679728,0.09147041429721955,-0.9858415974032432,a,long_a_short_h
2018-07-13,5.48,6.257196,0.15550043798436697,0.24576235207750613,0.09145436510267939,-0.9869612455545297,a,long_a_short_h
2018-07-16,5.4,6.315524,0.13313210153199462,0.24406808298183166,0.09164335703374277,-1.2105185257343944,a,long_a_short_h
2018-07-17,5.27,6.101716,0.13720443492652556,0.24229188607560562,0.09163170260016222,-1.1468459950769703,a,long_a_short_h
2018-07-18,5.25,6.024068000000001,0.14397831571621644,0.24054759647455592,0.09149308151576954,-1.055481782430675,a,long_a_short_h
2018-07-19,5.22,5.9754000000000005,0.14494626800549892,0.23899180743333565,0.0915183890568034,-1.0276135801457866,a,long_a_short_h
2018-07-20,5.31,5.994904000000001,0.15934965736163198,0.23738989412873543,0.09121298616381746,-0.8555825222840978,a,long_a_short_h
2018-07-23,5.38,6.062892,0.16313359856180143,0.23604772867505389,0.09110988024768474,-0.8002878492983787,a,long_a_short_h
2018-07-24,5.46,6.043480000000001,0.1805422614979555,0.2346447722853989,0.09065262543281957,-0.5968112950852973,a,long_a_short_h
2018-07-25,5.47,6.257196,0.15367395345833246,0.23304156969278747,0.09036642482103918,-0.8782865582171021,a,long_a_short_h
2018-07-26,5.47,6.237784,0.1562398371909437,0.2311425833557171,0.0895556921776157,-0.8363817457434071,a,long_a_short_h
2018-07-27,5.47,6.228032,0.15753187426497872,0.2294057309105245,0.08893812373754756,-0.8081332686716253,a,long_a_short_h
2018-07-30,5.48,6.276608,0.15294250220032612,0.22746799764163358,0.08803783708695198,-0.8465166558749184,a,long_a_short_h
2018-07-31,5.58,6.37376,0.15834209592135684,0.22565667982211934,0.08719438922472893,-0.7720059111518109,a,long_a_short_h
2018-08-01,5.47,6.305772,0.1472878850372794,0.2238712244079268,0.08657996159694956,-0.8845388466116579,a,long_a_short_h
2018-08-02,5.45,6.101716,0.17078968104840753,0.22214545928672266,0.08554205683647303,-0.6003570657237025,a,long_a_short_h
2018-08-03,5.49,6.024068000000001,0.18867849463412334,0.22053637309949833,0.08432158784488156,-0.3778140246123083,a,long_a_short_h
2018-08-06,5.48,6.082304000000001,0.1789105435422509,0.21882464468485796,0.08304409039522981,-0.48063746562392123,a,long_a_short_h
2018-08-07,5.73,6.257196,0.200110867751091,0.2173008934732007,0.08167331074421295,-0.21047298763173647,a,long_a_short_h
2018-08-08,5.82,6.354348000000001,0.20297246820935877,0.21575723629192717,0.08015227178656104,-0.15950599774156363,a,long_a_short_h
2018-08-09,5.82,6.296112000000001,0.21057555930777472,0.21431968824632988,0.07865911604470792,-0.047599428099688944,a,long_a_short_h
2018-08-10,5.79,6.1989600000000005,0.2182493222987596,0.21275473400871114,0.07665523236726243,0.07167923337213776,h,short_a_long_h
2018-08-13,5.77,6.072644,0.23179010381775078,0.21142469309782824,0.0748940230635584,0.271923043880812,h,short_a_long_h
2018-08-14,5.85,6.072644,0.24555968454150756,0.21043887283136892,0.07363875465449282,0.4769338084942188,h,short_a_long_h
2018-08-15,5.83,5.9559880000000005,0.2581529527047022,0.20963395147255756,0.07256827164527022,0.6685979992649713,h,short_a_long_h
2018-08-16,5.73,5.820012,0.25992301914228233,0.20905150103048384,0.07187270668023117,0.7078002271172413,h,short_a_long_h
2018-08-17,5.77,5.820012,0.26687956893564224,0.20834823476419326,0.07087536885178213,0.8258346322521783,h,short_a_long_h
2018-08-20,5.9,6.014316,0.262040501879268,0.20758806208275776,0.06978891179741926,0.7802448611689603,h,short_a_long_h
2018-08-21,5.9,6.072644,0.25407037420941636,0.20680962451653914,0.06872829844353932,0.6876461481394333,h,short_a_long_h
2018-08-22,5.77,6.228032,0.21092533835109717,0.20573645593200898,0.0676324288299766,0.07672181095451547,h,short_a_long_h
2018-08-23,5.82,6.237784,0.21826148250040034,0.20479197328981585,0.06664414819319243,0.2021109065951025,h,short_a_long_h
2018-08-24,5.87,6.480664,0.19527217565455834,0.20366809034138503,0.06564220884423962,-0.12790420728755628,a,long_a_short_h
2018-08-27,5.96,6.616732,0.1933291572124567,0.20262043889346293,0.06478288664189778,-0.1434218535578064,a,long_a_short_h
2018-08-28,5.9,6.723544,0.16998691806567412,0.2013766268777582,0.06395245248722035,-0.49082885161216766,a,long_a_short_h
2018-08-29,5.9,6.733296000000001,0.1687900326182752,0.20002328038625025,0.06289181023599974,-0.49661867977361734,a,long_a_short_h
2018-08-30,5.88,6.723544,0.16659132906453578,0.19861143992088978,0.06170380002549808,-0.5189325591474467,a,long_a_short_h
2018-08-31,5.8,6.743048,0.15050044603671986,0.19684583426888566,0.05998588128309983,-0.7726049403765775,a,long_a_short_h
2018-09-03,5.82,6.723544,0.15633482889734673,0.19530203851952918,0.0585972285140802,-0.665000898682761,a,long_a_short_h
2018-09-04,5.95,6.781872,0.17129276204148058,0.19382122386296877,0.0569014883554712,-0.39592043147887224,a,long_a_short_h
2018-09-05,5.92,6.51958,0.1988099743981686,0.19258019787901245,0.05511233392623511,0.11303779164015038,h,short_a_long_h
2018-09-06,5.95,6.678556,0.18396983967118108,0.19135102228195153,0.05361308287717252,-0.13767502659156394,a,long_a_short_h
2018-09-07,5.92,6.887304,0.15349883617324211,0.19003414524468562,0.05256706642545812,-0.6950227881415413,a,long_a_short_h
2018-09-10,5.9,6.807724,0.159712010226009,0.188695027570875,0.05124825629992206,-0.5655415313107945,a,long_a_short_h
2018-09-11,5.95,6.936984,0.15261830799285714,0.18727259028358326,0.049829709841930615,-0.6954542260160884,a,long_a_short_h
2018-09-12,5.97,7.036344000000001,0.14422988297964778,0.18579966176968468,0.04843702574634937,-0.8582231908236015,a,long_a_short_h
2018-09-13,6.16,7.314644,0.14352745979779935,0.18432821547613437,0.04698306302958812,-0.8684141272917919,a,long_a_short_h
2018-09-14,6.25,7.264964,0.16365995471183936,0.18303909385605455,0.04536928549861159,-0.42714226003863853,a,long_a_short_h
2018-09-17,6.26,7.205256,0.17207361175998415,0.18175229814691907,0.04341415882438958,-0.22293847558086383,a,long_a_short_h
2018-09-18,6.21,7.2450920000000005,0.15950129351047693,0.18053538551986517,0.041936947022496895,-0.5015646942087748,a,long_a_short_h
2018-09-19,6.44,7.42394,0.17573141422482297,0.1794746395649133,0.04039422784371985,-0.09266733243602028,a,long_a_short_h
2018-09-20,6.47,7.294772,0.19487331391006468,0.17868950430132532,0.039141980579799694,0.41346424910065643,h,short_a_long_h
2018-09-21,6.42,7.026408000000001,0.218067999082044,0.17831459375760136,0.03853789388769906,1.031540681498725,h,short_a_long_h
2018-09-26,6.6,7.37426,0.20581719989858493,0.17779266948205794,0.0377224267419343,0.7429143042214038,h,short_a_long_h
2018-09-27,6.64,7.42394,0.20631483759690306,0.17741590871130203,0.03720199834883571,0.7768111974690591,h,short_a_long_h
2018-09-28,6.68,7.702240000000001,0.18193057056639095,0.17669375930638292,0.03624612572841034,0.14447920032190695,h,short_a_long_h
2018-10-08,6.44,7.155576,0.20613551140129438,0.17614865625231832,0.03528680455178464,0.8498036455800152,h,short_a_long_h
2018-10-09,6.72,7.304708,0.2316613344189702,0.17572273949000156,0.034283219964035085,1.6316610571484005,h,short_a_long_h
2018-10-10,6.8,7.37426,0.23567016304826627,0.1755252607035942,0.03386303475364771,1.7761226299480821,h,short_a_long_h
2018-10-11,6.44,7.095960000000001,0.21304435877906935,0.17517238927741557,0.03323868917048521,1.1393941953427802,h,short_a_long_h
2018-10-12,6.49,7.205256,0.20815595736397552,0.17495248555936913,0.032928432867857085,1.0083526275864099,h,short_a_long_h
2018-10-15,6.44,7.2450920000000005,0.19586893768135183,0.1748322206949644,0.0328244356867063,0.6408858689048894,h,short_a_long_h
2018-10-16,6.5,7.414004,0.18611101204631475,0.1746631701864003,0.032712553504789015,0.3499525605128481,h,short_a_long_h
2018-10-18,6.1,7.264964,0.1393672621427946,0.17417022673705224,0.03279561081403165,-1.0612080010221103,a,long_a_short_h
2018-10-19,6.21,6.996600000000001,0.1883214813450953,0.17422734124639305,0.03281438906136583,0.4295109707008395,h,short_a_long_h
2018-10-22,6.34,7.225128,0.1824978002034887,0.17420708983990016,0.032808479029348796,0.25270023508776823,h,short_a_long_h
2018-10-23,6.21,7.016472,0.18597935444125113,0.17439224019458643,0.03281172642251112,0.3531394263581063,h,short_a_long_h
2018-10-24,6.05,6.748108,0.1920813547740734,0.17458083416283135,0.03284810077255466,0.5327711557029847,h,short_a_long_h
2018-10-25,6.03,6.549388,0.21345354853640086,0.17495981201338673,0.0330330826163844,1.1653086383140412,h,short_a_long_h
2018-10-26,6.01,6.658684000000001,0.19646417728554755,0.17509847161509573,0.03308855210384275,0.6457129222034018,h,short_a_long_h
2018-10-29,6.0,6.658684000000001,0.1947988979664863,0.1752990809212718,0.03313476156407351,0.5885002977162586,h,short_a_long_h
2018-10-30,6.02,6.738172,0.18832714820149343,0.1755209942701261,0.03313207562293588,0.3865183116539247,h,short_a_long_h
2018-10-31,6.06,6.688492,0.20106076031885722,0.17591673261759821,0.033151312505260856,0.7584625102631712,h,short_a_long_h
2018-11-01,5.98,6.678556,0.1889991880761832,0.1762992681231656,0.03303403550551904,0.3844495460112895,h,short_a_long_h
2018-11-02,6.06,6.748108,0.19373288281254641,0.1764833705522454,0.03306939648969038,0.5216155748617513,h,short_a_long_h
2018-11-05,6.04,6.7183,0.19408290525557126,0.17670209111391663,0.033098509277850754,0.5251237750845088,h,short_a_long_h
2018-11-06,6.09,6.907176,0.17943122790853083,0.1768564541970403,0.03306740904415066,0.07786439234028802,h,short_a_long_h
2018-11-07,5.97,6.887304,0.16190931468183845,0.17674093982669392,0.03309543229187224,-0.44814719487733984,a,long_a_short_h
2018-11-08,6.0,7.036344000000001,0.14924242480319205,0.17661514281694707,0.03317157422533793,-0.8251859808584697,a,long_a_short_h
2018-11-09,5.9,6.728236,0.16941084154918262,0.17673094795339012,0.03312150929579966,-0.22100763400705897,a,long_a_short_h
2018-11-12,5.92,6.827596,0.1606890950875206,0.17678343354199927,0.03309078679855676,-0.4863691683263515,a,long_a_short_h
2018-11-13,5.87,6.61894,0.17783778879912782,0.1770234966904052,0.032992101806028296,0.02468142567909455,h,short_a_long_h
2018-11-14,5.71,6.310832,0.18956590805573215,0.1773762219906501,0.03289711915663907,0.3705396210239892,h,short_a_long_h
2018-11-15,5.74,6.44,0.17807466033627595,0.17784769935696135,0.032492481474008815,0.006985030659974343,h,short_a_long_h
2018-11-16,5.73,6.509644000000001,0.16744854709720314,0.17808905976765635,0.032304662365984775,-0.3293800922574306,a,long_a_short_h
2018-11-19,5.77,6.628876000000001,0.15941652650665317,0.17789929576244462,0.0323472354491335,-0.5713863642182305,a,long_a_short_h
2018-11-20,5.71,6.479836000000001,0.16774207957973064,0.17778005123722693,0.03235817352557599,-0.31021440841097675,a,long_a_short_h
2018-11-21,5.62,6.320768,0.17237941050782224,0.17754709028849022,0.032294997533867706,-0.16001486840953144,a,long_a_short_h
2018-11-22,5.63,6.3704480000000006,0.16769198112952788,0.1772548162778896,0.03222348343457008,-0.2967660267946856,a,long_a_short_h
