entry_z,final_capital,total_return,annual_return,sharpe_ratio,max_drawdown,trade_count,win_rate,avg_holding_days,total_costs
1.0,115834.54496880004,0.15834544968800035,0.031889565104214146,0.33904235537943445,-0.1446870346009641,60,0.5666666666666667,10.6,12239.641831199997
1.5,101609.33302720005,0.01609333027200055,0.0034153374696810346,0.08479583508863993,-0.162317945724325,43,0.4883720930232558,10.651162790697674,7981.8701728000015
2.0,112464.76968,0.12464769679999987,0.025404098024355504,0.35316868939196294,-0.11989368471302142,28,0.42857142857142855,10.892857142857142,5507.000720000001
